name	rawTweet	date
L Trug⭐️⭐️⭐️	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Indy-Q	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Dolly Girl	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
DigitalSoldier⭐️⭐️⭐️	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
❌Tn patriot❌🌟🌟🌟❌☇👠👒	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
KOREA BONANZA	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
B Saved	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Matt Williamson	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Zachery Tyson🥃✍️🇺🇸🕵️‍♂️	@Strategy_Bridge @teaandtactics @LadyPutz @slfoster22 @FAO_Joel @Clark_IO Or at least the pros and cons of the ACFT. 😁	Feb 10 2020
KingCome	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Anthony Wilfred	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Scrappy-Doo aka Harpazo-girl	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
MDW USARMY	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
£von🦅💕	@thereal_29 This ACFT sum else😭😂	Feb 10 2020
Joann landry	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Peculiar Daniel	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
H.R. 3	@sgtjanedoe @Cernovich first, he’s not “Mr.” yet. Dirtbag Devin tried that, got shut the fuck down. Second, sturdy… https://t.co/G6UqJieGTP	Feb 10 2020
Gen Michael L. Sonntag	"RT @VCSA37: Vice Chief TV - The ACFT!
These guys are helping to institute a major change in the Army's physical fitness &amp; culture. On Frida…"	Feb 10 2020
Marcia CP	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Queen Bee The Wall Is Being Built	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Delta369	"🔴First formation🔴
Time: 05:00
Location: basketball court 
Uniform: OCPs/ Winter PTs for ACFT
Make sure to have cac… https://t.co/HkK8UW29gq"	Feb 10 2020
🇺🇸💚🐢 Sea Turtle 🐢💚🇺🇸	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
CSM Charles J. Peterson II	RT @usarec: The #ACFT is just around the corner &amp; the physical readiness training app just got an upgrade. The new version includes a colle…	Feb 10 2020
Agile Fleetfoot	@Katzenkompf Apft or acft?	Feb 10 2020
Maisie B	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Mita Samba	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Hayes Marcella	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
blastnost	Due to a powerful jet stream over the northern Atlantic on Sunday, a BA B.747 set a new record for a subsonic acft… https://t.co/hFO3fGewgX	Feb 10 2020
TINO	The ACFT had my legs dead	Feb 10 2020
Victoria Kositz	I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into eff… https://t.co/zMJ78gofYR	Feb 10 2020
Trash Panda	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
Martin Alexander	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
SHELLS	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
Sarah	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
Eighth Army	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Marion Skare	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Argymirus	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
Smith frank	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
ค่ายสีหราชเดโชไชย	RT @3_INFANTRY_DIV: ⭐เมื่อ 6 ก.พ.63 กรมทหารราบที่ 13 และหน่วยรอง ชมการสาธิตการทดสอบสมรรถภาพร่างกายเพื่อความพร้อมรบ(Army Combat Fitness Test…	Feb 10 2020
A View From the Peanut Gallery	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
👻	ain’t ready for this ACFT tomorrow 🤧	Feb 10 2020
ぷだふと	無料単発でSSR出るとは！ https://t.co/jWpHacVtES	Feb 10 2020
LA NATIONALIST 🇺🇲	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Aslan999	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
adelia	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
_Sosa2xtimes🤤💰🍫	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
ぷだふと	かわいい……… https://t.co/m2QHGKhNEt	Feb 10 2020
Michele Robertson/Shelly von Miller (she/her/hers)	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
michael	RT @101stAASLTDIV: New test, new equipment. #ACFT https://t.co/Gdgd8Oaif4	Feb 10 2020
saintex2002	RT @towerpower_jt: Let’s also applaud the duty AIR TRAFFIC CONTROLLERS who directed/vectored each acft safely on the Approach  &amp; who waited…	Feb 10 2020
Mike Wilson	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
tous les airs y sont	RT @towerpower_jt: Let’s also applaud the duty AIR TRAFFIC CONTROLLERS who directed/vectored each acft safely on the Approach  &amp; who waited…	Feb 10 2020
FORSCOM	#ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:… https://t.co/ggyui6blld	Feb 10 2020
WDON RADIO	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
J.Faith	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
SHOTGUN TWITTY	@Alpha_Dawg21 @UGA_PB @CamFree28 Now get a 600 on the acft and we can start talking 😂	Feb 10 2020
Mary Ann Bernal	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Fredrick James	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
SHOTGUN TWITTY	@Alpha_Dawg21 @UGA_PB @CamFree28 I have a feeling the acft won’t be here for long because very little people are passing	Feb 10 2020
rose	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
Celia Assels	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Tony '15	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
Lorri DC.	RT @mil_ops: PRISON WATCH SITREP:  this one popped onto the board for Cano on the 6th. Always curious when I see a USAF acft operation as a…	Feb 10 2020
Hero Zero	RT @evo_kositz: I don’t know who needs to hear this but the ACFT grading scale is *MOS*, not *gender* I dependent and goes into effect for…	Feb 10 2020
nov 27 🌸	This acft ain’t no joke 🤣	Feb 10 2020
SSG Pérez PR_GUARD Recruiter	Morning Cardio!  Join us! SSG PEREZ 787-367-7971 #jointhewolfpack #prguard #recruiter #acft #cardio #puertorico https://t.co/dxo2D47asn	Feb 10 2020
MilitaryHomeLife	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
Jadeee 🏳️‍🌈	RT @_viinnnaaa: This acft ain’t no joke 🤣	Feb 10 2020
U.S. Army Recruiting Syracuse	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
Tzakmlqiel	"RT @USArmy: The #ACFT stressing you out? 

@USAPHC has tips to ""train smart:""

✅ Gradually increase the challenge to your body over time
✅…"	Feb 10 2020
Leader Rakkasan	RT @FORSCOM: #ArmyStrong💪 Minimize your risk of @USArmy Combat #Fitness Test (#ACFT) injury by #training smart | @USAPHC:   https://t.co/OL…	Feb 10 2020
/r/Army	ACFT Leg Tuck Exercises via /r/army https://t.co/RxFBja8dLm	Feb 10 2020
ぷだふと	えっなにこれ鬼可愛い https://t.co/xaykq6Kq8m	Feb 10 2020
ぷだふと	10連一枚確定分！ https://t.co/TQ3GaugKtc	Feb 10 2020
ぷだふと	100連分だけ回すことにします https://t.co/RXlAfAR6Zu	Feb 10 2020
