name	rawTweet	date	url
868914836981207040	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…"	Apr 04 2020	https://twitter.com/synb85/status/1246570690976681985
32634495	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…"	Apr 04 2020	https://twitter.com/ywspv/status/1246570690846674944
1355929668	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	Apr 04 2020	https://twitter.com/republikaAD/status/1246570689714257920
1345722432	"RT @Yamiche: Wow

Trump, who says he tested negative for virus twice, says he may start take hydroxychloroquine, anti-malaria drug he think…"	Apr 04 2020	https://twitter.com/LizzB17/status/1246570688137355265
2992849735	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	Apr 04 2020	https://twitter.com/ktheshrew/status/1246570684613947393
1226267159782985729	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	Apr 04 2020	https://twitter.com/Warwicklady1/status/1246570683460653056
14072631	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	Apr 04 2020	https://twitter.com/molly649/status/1246570682890289153
784378353545539584	RT @JessicaHuseman: It’s absolutely not our job to praise the president. It is our job to point out that he routinely lies to the country a…	Apr 04 2020	https://twitter.com/JoanneKavanope/status/1246570682793721856
1697619679	"RT @Yamiche: This cannot be underscored enough. 

There is NO FDA approved treatment for coronavirus.

Yet, Pres Trump is saying he might t…"	Apr 04 2020	https://twitter.com/Shs_Ronda/status/1246570681669648390
726142273105199104	RT @bendur6: Hollywood is threatening a strike until Trump leaves office, does that mean no commercials,no talk showsno appearances at all?…	Apr 04 2020	https://twitter.com/heatseeker21/status/1246570680939876354
1198367027137781761	RT @JornalDaCidadeO: A galera que torce pelo vírus terá que engolir essa notícia alvissareira. https://t.co/lEBoCw0VqA	Apr 04 2020	https://twitter.com/SergioL94494573/status/1246570680281432065
1092120095999037442	RT @CABRAXAS10: Trump's virus versus Obama's. That says it all. https://t.co/d89sRvQloJ	Apr 04 2020	https://twitter.com/maidment_sandra/status/1246570680096821253
400283223	RT @ddale8: Trump sometimes says they inherited an obsolete or broken system. That’s vague and subjective. But saying they inherited obsole…	Apr 04 2020	https://twitter.com/BillSomhigh36/status/1246570679224451078
711339052541153280	"Trump is whining again.  

1. America wasn’t built to be closed because of a pandemic.
2. But some countries were?… https://t.co/np7Q4xxorz"	Apr 04 2020	https://twitter.com/TexasMa80834181/status/1246570679148961794
1051635998	"RT @TheTequilaGod: Once again, Trump‘s blaming Obama
for foolishness😂 Like the Obama
administration was supposed to have 
a test for a viru…"	Apr 04 2020	https://twitter.com/6lavkMamba/status/1246570675529285632
1227603370380120064	"RT @charliekirk11: Let me get this straight:

Joe Biden called Trump's China Travel Ban as ""Hysterical xenophobia""

Now his campaign says h…"	Apr 04 2020	https://twitter.com/viettha00118981/status/1246570672207380489
388008581	"RT @SaintBakhita: President Trump, ""Next week will probably be the toughest week.""

Is the virus going to hit a majority of Americans next…"	Apr 04 2020	https://twitter.com/kaymelton/status/1246570671616020483
22532456	RT @Yamiche: Can't underscore enough: Pres Trump said he might start taking hydroxychloroquine, the anti-malaria drug he keeps touting as a…	Apr 04 2020	https://twitter.com/_dralaterdzo/status/1246570667493003265
1173728613167812608	@kirstiealley For the last 10 years now China has released a deadly virus either once a year or twice, that's gone… https://t.co/XDU7G8KG8c	Apr 04 2020	https://twitter.com/KellyRy76055050/status/1246570666012237824
363370777	RT @business: Trump says he agrees with the decision on the captain of the USS Theodore Roosevelt, who was relieved of command after writin…	Apr 04 2020	https://twitter.com/bolinpark/status/1246570665580220417
1121075677233651713	"RT @LUCHO1969: @cspan HONESTLY, WE CAN SURVIVE THIS VIRUS, BUT WE CAN'T TAKE FEW MORE MONTHS OF TRUMP.

RESIGN FOR THE LOVE OF AMERICA🇺🇸🇺🇸🇺🇸"	Apr 04 2020	https://twitter.com/TanaSWilliams4/status/1246570664791814146
