name	rawTweet	date
James Cheek	@cheshirekatTV I feel like I need to revert to a real office chair because I hate sitting straight legged. If I can… https://t.co/vIqfLFMrNB	Jan 31 2020
James Cheek	@cheshirekatTV I feel like I need to revert to a real office chair because I hate sitting straight legged. If I can… https://t.co/vIqfLFMrNB	Jan 31 2020
SavvyChavi	The ACFT has about an 80% fail rate for females due to the leg tuck. We just need to be able to do one. ONE. It’s o… https://t.co/LkWgF05e4J	Jan 31 2020
Anne Ziety	@mandco_fashion Straight leg so they’d tuck into my long boots without being “lumpy”, and in this weather, layers!	Jan 31 2020
Yup	I can pass the high physical demand test where I have to move 30 100bl rounds and pull a 275bl sled but I couldn't… https://t.co/aGf0iFn5vx	Jan 31 2020
B-Ez	@d0tslash Just take off your right shoe and tuck it under you leg to match him “palm to palm”	Jan 31 2020
King	@z_m_r_a @Alessalucill3 @5m_crafts I advise you to stop. Tuck it in the pant leg that’s what I do	Jan 31 2020
cj🚷	"Took the ACFT this morning.  It wasn’t bad at all.  Get your reps in for muscle memory.  Avoid silly faults.

Build… https://t.co/Kj72HX9pWS"	Jan 31 2020
J. Towns	Received a brief from the CECOM CG about AMC. He shows us the command video and ask the class if we saw anything ne… https://t.co/w2Z2x2sEqQ	Jan 31 2020
banANA Navarro	Where’s Nadler? He lost his normal seat at the table because he waddled and elbowed his way past Schiff to answer t… https://t.co/itiyLUpYsk	Jan 31 2020
Chris D	Some girls in the army all about booty thickness but can’t even do a single leg tuck	Jan 31 2020
Ryo Hazuki	a part of me genuinely wants to get leg putties or gaiters for work because my pant legs are too goddamn long and I… https://t.co/zdwUkU6xui	Jan 31 2020
