name	rawTweet	date
bru-bru-brujeria	RT @MG_SmithT: ACFT leg tuck- still working on good form. (Happy #Caturday !)	Feb 09 2020
'deji	@dajoy01 @olacokers No 8✅✅✅ DM acft details	Feb 09 2020
Brian C. Darling	RT @MG_SmithT: ACFT leg tuck- still working on good form. (Happy #Caturday !)	Feb 09 2020
SPC Acoustic	Just completed the new ACFT (army combat fitness test) scored a 420 without even training. The hardest part is setting up the equipment.	Feb 09 2020
The Real OC	This ACFT equipment is already causing me problems in the facility taking up all my damn cage space. It's got to go🤣	Feb 09 2020
The Military Leader	"As @JamesClear points out in ""Atomic Habits"", habits take hold when they are rooted in an identity...""I am a leader… https://t.co/e0cLIZ7l7K"	Feb 09 2020
Silverback™	@Squirrel275 The ACFT is gonna make a decent positive difference. Overall passing the test is easier but maxing for… https://t.co/anRCdaC4oj	Feb 09 2020
Victor Mendez	RT @USArmy: Senior leaders have approved a modification of the ACFT that includes three aerobic test events for selected #Soldiers with per…	Feb 09 2020
EVM लोकतंत्र का हत्यारा है	"#justasking

Indian Army Jawan is very tough life and combat roll require physical fitness. 

So it will affect pow… https://t.co/ZXTYbQvlh0"	Feb 09 2020
SMALL AARON JUDGE	And my LT can’t even deadlift 200lbs on the ACFT https://t.co/f6cElCFuvu	Feb 09 2020
slick	@halle_34 6 1/2 months before the acft 🤪	Feb 09 2020
Vanessa Avendaño	I've noticed I've been stress eating a lot, but I can promise you I will pass that ACFT 🤞🏽	Feb 09 2020
Ziko	RT @MG_SmithT: ACFT leg tuck- still working on good form. (Happy #Caturday !)	Feb 09 2020
RPHFMVA	RT @CampbellCourier: FORT MEADE, Md. – While the Army Combat Fitness Test will be the largest overhaul in assessing a Soldier’s physical fi…	Feb 09 2020
YPAD ATIS	INFO R. ACFT FROM THE EAST &amp; JET ACFT FROM THE WEST EXP INST APCH. VIS: GREATER THAN 10 KM. CLD: FEW030. RWY 23 &amp; 1… https://t.co/AIU4QYRRe2	Feb 09 2020
E4Mafia Emeritus	@MiCBarin Stop that. I turned 37 just in time for the ACFT. I don't even get a single Old Man APFT score.	Feb 09 2020
