name	rawTweet	date
New Yorker	@Stillakilla187 I could deal with him, he was just going afttter the softer ones in my group for no reason so we ha… https://t.co/HpNQznfLNp	Feb 15 2020
Major Mom	RT @JessicaScott09: ACFT tip: start the retirement paperwork and leave the hoah shit for the young.	Feb 15 2020
Carlos M. Rivera	"RT @82ndABNDiv: In case you missed it...
Earlier this week, @82ndABNDiv senior leaders tested out the newly issued Gym in a Box or GiB. 
Th…"	Feb 15 2020
J. Towns	RT @WTFIOGuy: ACFT Tip....	Feb 15 2020
Fort Jackson Commanding General	RT @CurtisWilson275: Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops around…	Feb 15 2020
CSM Jerimiah Gan	RT @CurtisWilson275: Thanks @fortjacksoncg for allowing me to take part in the new Army Fitness Combat Testing. Saluting our troops around…	Feb 15 2020
Mike	ACFT tip: scream into the void at our futile resistance to the immeasurably stupid https://t.co/hDkrJPrm7d	Feb 15 2020
jetpilote1213	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 15 2020
~Dagdag⭐⭐⭐#FlynnWasSetUp	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 15 2020
Ken	@JessicaScott09 ACFT tip: drop your resignation packet and join the Coast Guard. PT on your own for life!	Feb 15 2020
PatriQtMatt	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 15 2020
Marsh Power	"RT @USArmy: Pop the top and let's go!

@FortBenning #Soldiers recently received their Army Combat Fitness Test gear.

Learn more about @USA…"	Feb 15 2020
777Eowyn	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 15 2020
Charlie	"RT @82ndABNDiv: In case you missed it...
Earlier this week, @82ndABNDiv senior leaders tested out the newly issued Gym in a Box or GiB. 
Th…"	Feb 15 2020
Lethality Jane	ACFT tip: your battalion has already lost the medicine balls so they need you to network with other units to see if… https://t.co/uMS7qJSN8a	Feb 15 2020
Deplorable Covfefe ⭐️⭐️⭐️	RT @mil_ops: Okay Patriots - THIS is how you flush out a BS story. They show a known C_A bird, they give you a date on the tarmac and locat…	Feb 15 2020
Just Another Nerd	RT @Palmo53: ACFT tip: scream into the void at our futile resistance to the immeasurably stupid https://t.co/hDkrJPrm7d	Feb 15 2020
